Store,Bank,Card_name,Benefit_detail,Date,
Fah Pla Tahn,กรุงศรี,บัตรเครดิต กรุงศรี นาว แพลทินัม,"ต่อที่ 1: รับเครดิตเงินคืน 5%* เมื่อทานครบตามเงื่อนไข
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 50 บาท
*จำกัดเครดิตเงินคืนสูงสุด 50 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 300 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group คือ เจริญแกง (เฉพาะ dine in), โต๊ะคิม, ทองสมิทธ์, เบิร์นบุษบา, ฟ้าปลาทาน, รส'นิยม, อันเกิม-อันก๋า
เมื่อทานครบ 2,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 100 บาท
จำกัดเครดิตเงินคืนสูงสุด 100 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 600 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group ที่ร่วมรายการ คือ กับข้าว’ กับปลา, ชิ้น โบ แดง, โรงสีโภชนา, โอ้ มายก็อดมาเธอร์ และ FRAN'S

ต่อที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10%**
รับสิทธิ์แลก 1,000 คะแนนเป็นเครดิตเงินคืน 100 บาท
สงวนสิทธิ์เฉพาะบัตรเครดิต กรุงศรี เท่านั้น
แลกคะแนนผ่าน UCHOOSE search IBR หลังจากชำระเงินเรียบร้อยแล้ว หรือ สแกน QR code
 
ต่อที่ 3 KRUNGSRI PAYDAY ทุกวันที่ 25 รับเครดิตเงินคืน 20%*** ไม่ต้องแลกคะแนน!
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 200 บาท
จำกัดเครดิตเงินคืนสูงสุด 200 บาท/เซลล์สลิป/วัน/บัญชีบัตร จำกัดสิทธิ์เฉพาะ 255 บัญชีบัตรหลักท่านแรกที่ลงทะเบียนสำเร็จต่อวันเท่านั้น และจำกัดสิทธิ์รวมสูงสุด 1,530 สิทธิ์ตลอดรายการ
ลงทะเบียนรับสิทธิ์ก่อนทำรายการ ทุกวันที่ 25 ของแต่ละเดือน เวลา 10.00 น. ผ่าน SMS เพื่อรับเครดิตเงินคืน (หากต้องการเข้าร่วมต่อที่3นี้ ต้องลงทะเบียนใหม่ทุกเดือน)
พิมพ์ PKCC (วรรค) หมายเลขบัตร 16 หลัก ส่งมาตามหมายเลขที่ 08 1927 9999 (ค่าบริการขึ้นอยู่กับผู้ให้บริการ) และได้ข้อความยืนยันตอบกลับจากระบบก่อนทำรายการ
ทั้งนี้ระบบจะคำนวณยอดใช้จ่ายที่เกิดขึ้นหลังจากเวลาที่ลงทะเบียนภายในวันที่25 ของแต่ละเดือน ที่ลงทะเบียนสมบูรณ์แล้ว",1 ม.ค. 68 – 30 มิ.ย. 68,https://www.krungsricard.com/th/Promotion/iberry-group
Fah Pla Tahn,กรุงศรี,บัตรเครดิต กรุงศรี เลดี้ ไทเทเนี่ยม,"ต่อที่ 1: รับเครดิตเงินคืน 5%* เมื่อทานครบตามเงื่อนไข
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 50 บาท
*จำกัดเครดิตเงินคืนสูงสุด 50 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 300 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group คือ เจริญแกง (เฉพาะ dine in), โต๊ะคิม, ทองสมิทธ์, เบิร์นบุษบา, ฟ้าปลาทาน, รส'นิยม, อันเกิม-อันก๋า
เมื่อทานครบ 2,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 100 บาท
จำกัดเครดิตเงินคืนสูงสุด 100 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 600 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group ที่ร่วมรายการ คือ กับข้าว’ กับปลา, ชิ้น โบ แดง, โรงสีโภชนา, โอ้ มายก็อดมาเธอร์ และ FRAN'S

ต่อที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10%**
รับสิทธิ์แลก 1,000 คะแนนเป็นเครดิตเงินคืน 100 บาท
สงวนสิทธิ์เฉพาะบัตรเครดิต กรุงศรี เท่านั้น
แลกคะแนนผ่าน UCHOOSE search IBR หลังจากชำระเงินเรียบร้อยแล้ว หรือ สแกน QR code
 
ต่อที่ 3 KRUNGSRI PAYDAY ทุกวันที่ 25 รับเครดิตเงินคืน 20%*** ไม่ต้องแลกคะแนน!
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 200 บาท
จำกัดเครดิตเงินคืนสูงสุด 200 บาท/เซลล์สลิป/วัน/บัญชีบัตร จำกัดสิทธิ์เฉพาะ 255 บัญชีบัตรหลักท่านแรกที่ลงทะเบียนสำเร็จต่อวันเท่านั้น และจำกัดสิทธิ์รวมสูงสุด 1,530 สิทธิ์ตลอดรายการ
ลงทะเบียนรับสิทธิ์ก่อนทำรายการ ทุกวันที่ 25 ของแต่ละเดือน เวลา 10.00 น. ผ่าน SMS เพื่อรับเครดิตเงินคืน (หากต้องการเข้าร่วมต่อที่3นี้ ต้องลงทะเบียนใหม่ทุกเดือน)
พิมพ์ PKCC (วรรค) หมายเลขบัตร 16 หลัก ส่งมาตามหมายเลขที่ 08 1927 9999 (ค่าบริการขึ้นอยู่กับผู้ให้บริการ) และได้ข้อความยืนยันตอบกลับจากระบบก่อนทำรายการ
ทั้งนี้ระบบจะคำนวณยอดใช้จ่ายที่เกิดขึ้นหลังจากเวลาที่ลงทะเบียนภายในวันที่25 ของแต่ละเดือน ที่ลงทะเบียนสมบูรณ์แล้ว",1 ม.ค. 68 – 30 มิ.ย. 68,https://www.krungsricard.com/th/Promotion/iberry-group
Fah Pla Tahn,ยูโอบี,บัตรเครดิตยูโอบีซีนิท,"โปรที่ 1: รับเครดิตเงินคืน 100 บาท เมื่อทานครบ 1,500 บาท / เซลล์สลิป
จำกัด 100 บาท / ครั้ง / ท่าน รับได้สูงสุด 500 บาท ตลอดรายการ
โปรที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10% เมื่อทานครบ 500 บาทขึ้นไป / เซลล์สลิป
ใช้คะแนนสะสม UOB Point เท่ายอดใช้จ่าย",16 ม.ค. 68 – 30 มิ.ย. 68,https://www.uob.co.th/personal/promotions/creditcard/iberry-group/iberry-ipw269-0625.page?utm_source=website&utm_medium=onl&utm_campaign=24UA102&s_cid=pfs:th:owned:website:onl:na:na:na:160125:300625:24UA102:credit-card:uob&vid=uob&pid=na
Fah Pla Tahn,ยูโอบี,บัตรเครดิต ยูโอบี พรีวิไมลส์ พริวิเลจ แบงก์กิ้ง,"โปรที่ 1: รับเครดิตเงินคืน 100 บาท เมื่อทานครบ 1,500 บาท / เซลล์สลิป
จำกัด 100 บาท / ครั้ง / ท่าน รับได้สูงสุด 500 บาท ตลอดรายการ
โปรที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10% เมื่อทานครบ 500 บาทขึ้นไป / เซลล์สลิป
ใช้คะแนนสะสม UOB Point เท่ายอดใช้จ่าย",16 ม.ค. 68 – 30 มิ.ย. 68,https://www.uob.co.th/personal/promotions/creditcard/iberry-group/iberry-ipw269-0625.page?utm_source=website&utm_medium=onl&utm_campaign=24UA102&s_cid=pfs:th:owned:website:onl:na:na:na:160125:300625:24UA102:credit-card:uob&vid=uob&pid=na
Fah Pla Tahn,ยูโอบี,บัตรเครดิต ยูโอบี พรีเมียร์,"โปรที่ 1: รับเครดิตเงินคืน 100 บาท เมื่อทานครบ 1,500 บาท / เซลล์สลิป
จำกัด 100 บาท / ครั้ง / ท่าน รับได้สูงสุด 500 บาท ตลอดรายการ
โปรที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10% เมื่อทานครบ 500 บาทขึ้นไป / เซลล์สลิป
ใช้คะแนนสะสม UOB Point เท่ายอดใช้จ่าย",16 ม.ค. 68 – 30 มิ.ย. 68,https://www.uob.co.th/personal/promotions/creditcard/iberry-group/iberry-ipw269-0625.page?utm_source=website&utm_medium=onl&utm_campaign=24UA102&s_cid=pfs:th:owned:website:onl:na:na:na:160125:300625:24UA102:credit-card:uob&vid=uob&pid=na
Fah Pla Tahn,ยูโอบี,บัตรเครดิตยูโอบี เวิลด์,"โปรที่ 1: รับเครดิตเงินคืน 100 บาท เมื่อทานครบ 1,500 บาท / เซลล์สลิป
จำกัด 100 บาท / ครั้ง / ท่าน รับได้สูงสุด 500 บาท ตลอดรายการ
โปรที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10% เมื่อทานครบ 500 บาทขึ้นไป / เซลล์สลิป
ใช้คะแนนสะสม UOB Point เท่ายอดใช้จ่าย",16 ม.ค. 68 – 30 มิ.ย. 68,https://www.uob.co.th/personal/promotions/creditcard/iberry-group/iberry-ipw269-0625.page?utm_source=website&utm_medium=onl&utm_campaign=24UA102&s_cid=pfs:th:owned:website:onl:na:na:na:160125:300625:24UA102:credit-card:uob&vid=uob&pid=na
Charoen Gang,กรุงไทย (KTC),บัตรเครดิต KTC ดิจิทัล แพลทินัม,"โปรโมชั่นแลกคะแนน ที่ร้านอาหารในเครือ iberry Group กับบัตรเครดิต KTC
แลก 2,599 คะแนน KTC FOREVER รับ e-Coupon ส่วนลด 400 บาท เมื่อทานครบ 800 บาท / เซลล์สลิป
หรือ แลก 1,399 คะแนน KTC FOREVER รับ e-Coupon ส่วนลด 200 บาท เมื่อทานครบ 500 บาท / เซลล์สลิป",10 ก.พ. 68 - 31 ธ.ค. 68,https://www.ktc.co.th/promotion/dining/thai/iberry-group
Charoen Gang,กรุงไทย (KTC),KTC Titanium,"โปรโมชั่นแลกคะแนน ที่ร้านอาหารในเครือ iberry Group กับบัตรเครดิต KTC
แลก 2,599 คะแนน KTC FOREVER รับ e-Coupon ส่วนลด 400 บาท เมื่อทานครบ 800 บาท / เซลล์สลิป
หรือ แลก 1,399 คะแนน KTC FOREVER รับ e-Coupon ส่วนลด 200 บาท เมื่อทานครบ 500 บาท / เซลล์สลิป",10 ก.พ. 68 - 31 ธ.ค. 68,https://www.ktc.co.th/promotion/dining/thai/iberry-group
Charoen Gang,กรุงไทย (KTC),KTC WORLD REWARDS,"โปรโมชั่นแลกคะแนน ที่ร้านอาหารในเครือ iberry Group กับบัตรเครดิต KTC
แลก 2,599 คะแนน KTC FOREVER รับ e-Coupon ส่วนลด 400 บาท เมื่อทานครบ 800 บาท / เซลล์สลิป
หรือ แลก 1,399 คะแนน KTC FOREVER รับ e-Coupon ส่วนลด 200 บาท เมื่อทานครบ 500 บาท / เซลล์สลิป",10 ก.พ. 68 - 31 ธ.ค. 68,https://www.ktc.co.th/promotion/dining/thai/iberry-group
Charoen Gang,กรุงไทย (KTC),KTC JCB PLATINUM,"โปรโมชั่นแลกคะแนน ที่ร้านอาหารในเครือ iberry Group กับบัตรเครดิต KTC
แลก 2,599 คะแนน KTC FOREVER รับ e-Coupon ส่วนลด 400 บาท เมื่อทานครบ 800 บาท / เซลล์สลิป
หรือ แลก 1,399 คะแนน KTC FOREVER รับ e-Coupon ส่วนลด 200 บาท เมื่อทานครบ 500 บาท / เซลล์สลิป",10 ก.พ. 68 - 31 ธ.ค. 68,https://www.ktc.co.th/promotion/dining/thai/iberry-group
Charoen Gang,กรุงศรี,บัตรเครดิต กรุงศรี แพลทินัม,"ต่อที่ 1: รับเครดิตเงินคืน 5%* เมื่อทานครบตามเงื่อนไข
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 50 บาท
*จำกัดเครดิตเงินคืนสูงสุด 50 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 300 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group คือ เจริญแกง (เฉพาะ dine in), โต๊ะคิม, ทองสมิทธ์, เบิร์นบุษบา, ฟ้าปลาทาน, รส'นิยม, อันเกิม-อันก๋า
เมื่อทานครบ 2,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 100 บาท
จำกัดเครดิตเงินคืนสูงสุด 100 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 600 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group ที่ร่วมรายการ คือ กับข้าว’ กับปลา, ชิ้น โบ แดง, โรงสีโภชนา, โอ้ มายก็อดมาเธอร์ และ FRAN'S

ต่อที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10%**
รับสิทธิ์แลก 1,000 คะแนนเป็นเครดิตเงินคืน 100 บาท
สงวนสิทธิ์เฉพาะบัตรเครดิต กรุงศรี เท่านั้น
แลกคะแนนผ่าน UCHOOSE search IBR หลังจากชำระเงินเรียบร้อยแล้ว หรือ สแกน QR code
 
ต่อที่ 3 KRUNGSRI PAYDAY ทุกวันที่ 25 รับเครดิตเงินคืน 20%*** ไม่ต้องแลกคะแนน!
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 200 บาท
จำกัดเครดิตเงินคืนสูงสุด 200 บาท/เซลล์สลิป/วัน/บัญชีบัตร จำกัดสิทธิ์เฉพาะ 255 บัญชีบัตรหลักท่านแรกที่ลงทะเบียนสำเร็จต่อวันเท่านั้น และจำกัดสิทธิ์รวมสูงสุด 1,530 สิทธิ์ตลอดรายการ
ลงทะเบียนรับสิทธิ์ก่อนทำรายการ ทุกวันที่ 25 ของแต่ละเดือน เวลา 10.00 น. ผ่าน SMS เพื่อรับเครดิตเงินคืน (หากต้องการเข้าร่วมต่อที่3นี้ ต้องลงทะเบียนใหม่ทุกเดือน)
พิมพ์ PKCC (วรรค) หมายเลขบัตร 16 หลัก ส่งมาตามหมายเลขที่ 08 1927 9999 (ค่าบริการขึ้นอยู่กับผู้ให้บริการ) และได้ข้อความยืนยันตอบกลับจากระบบก่อนทำรายการ
ทั้งนี้ระบบจะคำนวณยอดใช้จ่ายที่เกิดขึ้นหลังจากเวลาที่ลงทะเบียนภายในวันที่25 ของแต่ละเดือน ที่ลงทะเบียนสมบูรณ์แล้ว",1 ม.ค. 68 – 30 มิ.ย. 68,https://www.krungsricard.com/th/Promotion/iberry-group
Charoen Gang,กรุงศรี,บัตรเครดิต กรุงศรี ไพรเวท แบงก์กิ้ง,"ต่อที่ 1: รับเครดิตเงินคืน 5%* เมื่อทานครบตามเงื่อนไข
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 50 บาท
*จำกัดเครดิตเงินคืนสูงสุด 50 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 300 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group คือ เจริญแกง (เฉพาะ dine in), โต๊ะคิม, ทองสมิทธ์, เบิร์นบุษบา, ฟ้าปลาทาน, รส'นิยม, อันเกิม-อันก๋า
เมื่อทานครบ 2,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 100 บาท
จำกัดเครดิตเงินคืนสูงสุด 100 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 600 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group ที่ร่วมรายการ คือ กับข้าว’ กับปลา, ชิ้น โบ แดง, โรงสีโภชนา, โอ้ มายก็อดมาเธอร์ และ FRAN'S

ต่อที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10%**
รับสิทธิ์แลก 1,000 คะแนนเป็นเครดิตเงินคืน 100 บาท
สงวนสิทธิ์เฉพาะบัตรเครดิต กรุงศรี เท่านั้น
แลกคะแนนผ่าน UCHOOSE search IBR หลังจากชำระเงินเรียบร้อยแล้ว หรือ สแกน QR code
 
ต่อที่ 3 KRUNGSRI PAYDAY ทุกวันที่ 25 รับเครดิตเงินคืน 20%*** ไม่ต้องแลกคะแนน!
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 200 บาท
จำกัดเครดิตเงินคืนสูงสุด 200 บาท/เซลล์สลิป/วัน/บัญชีบัตร จำกัดสิทธิ์เฉพาะ 255 บัญชีบัตรหลักท่านแรกที่ลงทะเบียนสำเร็จต่อวันเท่านั้น และจำกัดสิทธิ์รวมสูงสุด 1,530 สิทธิ์ตลอดรายการ
ลงทะเบียนรับสิทธิ์ก่อนทำรายการ ทุกวันที่ 25 ของแต่ละเดือน เวลา 10.00 น. ผ่าน SMS เพื่อรับเครดิตเงินคืน (หากต้องการเข้าร่วมต่อที่3นี้ ต้องลงทะเบียนใหม่ทุกเดือน)
พิมพ์ PKCC (วรรค) หมายเลขบัตร 16 หลัก ส่งมาตามหมายเลขที่ 08 1927 9999 (ค่าบริการขึ้นอยู่กับผู้ให้บริการ) และได้ข้อความยืนยันตอบกลับจากระบบก่อนทำรายการ
ทั้งนี้ระบบจะคำนวณยอดใช้จ่ายที่เกิดขึ้นหลังจากเวลาที่ลงทะเบียนภายในวันที่25 ของแต่ละเดือน ที่ลงทะเบียนสมบูรณ์แล้ว",1 ม.ค. 68 – 30 มิ.ย. 68,https://www.krungsricard.com/th/Promotion/iberry-group
Charoen Gang,กรุงศรี,บัตรเครดิต กรุงศรี เอ็กซ์คลูซีฟ,"ต่อที่ 1: รับเครดิตเงินคืน 5%* เมื่อทานครบตามเงื่อนไข
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 50 บาท
*จำกัดเครดิตเงินคืนสูงสุด 50 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 300 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group คือ เจริญแกง (เฉพาะ dine in), โต๊ะคิม, ทองสมิทธ์, เบิร์นบุษบา, ฟ้าปลาทาน, รส'นิยม, อันเกิม-อันก๋า
เมื่อทานครบ 2,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 100 บาท
จำกัดเครดิตเงินคืนสูงสุด 100 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 600 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group ที่ร่วมรายการ คือ กับข้าว’ กับปลา, ชิ้น โบ แดง, โรงสีโภชนา, โอ้ มายก็อดมาเธอร์ และ FRAN'S

ต่อที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10%**
รับสิทธิ์แลก 1,000 คะแนนเป็นเครดิตเงินคืน 100 บาท
สงวนสิทธิ์เฉพาะบัตรเครดิต กรุงศรี เท่านั้น
แลกคะแนนผ่าน UCHOOSE search IBR หลังจากชำระเงินเรียบร้อยแล้ว หรือ สแกน QR code
 
ต่อที่ 3 KRUNGSRI PAYDAY ทุกวันที่ 25 รับเครดิตเงินคืน 20%*** ไม่ต้องแลกคะแนน!
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 200 บาท
จำกัดเครดิตเงินคืนสูงสุด 200 บาท/เซลล์สลิป/วัน/บัญชีบัตร จำกัดสิทธิ์เฉพาะ 255 บัญชีบัตรหลักท่านแรกที่ลงทะเบียนสำเร็จต่อวันเท่านั้น และจำกัดสิทธิ์รวมสูงสุด 1,530 สิทธิ์ตลอดรายการ
ลงทะเบียนรับสิทธิ์ก่อนทำรายการ ทุกวันที่ 25 ของแต่ละเดือน เวลา 10.00 น. ผ่าน SMS เพื่อรับเครดิตเงินคืน (หากต้องการเข้าร่วมต่อที่3นี้ ต้องลงทะเบียนใหม่ทุกเดือน)
พิมพ์ PKCC (วรรค) หมายเลขบัตร 16 หลัก ส่งมาตามหมายเลขที่ 08 1927 9999 (ค่าบริการขึ้นอยู่กับผู้ให้บริการ) และได้ข้อความยืนยันตอบกลับจากระบบก่อนทำรายการ
ทั้งนี้ระบบจะคำนวณยอดใช้จ่ายที่เกิดขึ้นหลังจากเวลาที่ลงทะเบียนภายในวันที่25 ของแต่ละเดือน ที่ลงทะเบียนสมบูรณ์แล้ว",1 ม.ค. 68 – 30 มิ.ย. 68,https://www.krungsricard.com/th/Promotion/iberry-group
Charoen Gang,กรุงศรี,บัตรเครดิต กรุงศรี ซิกเนเจอร์,"ต่อที่ 1: รับเครดิตเงินคืน 5%* เมื่อทานครบตามเงื่อนไข
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 50 บาท
*จำกัดเครดิตเงินคืนสูงสุด 50 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 300 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group คือ เจริญแกง (เฉพาะ dine in), โต๊ะคิม, ทองสมิทธ์, เบิร์นบุษบา, ฟ้าปลาทาน, รส'นิยม, อันเกิม-อันก๋า
เมื่อทานครบ 2,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 100 บาท
จำกัดเครดิตเงินคืนสูงสุด 100 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 600 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group ที่ร่วมรายการ คือ กับข้าว’ กับปลา, ชิ้น โบ แดง, โรงสีโภชนา, โอ้ มายก็อดมาเธอร์ และ FRAN'S

ต่อที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10%**
รับสิทธิ์แลก 1,000 คะแนนเป็นเครดิตเงินคืน 100 บาท
สงวนสิทธิ์เฉพาะบัตรเครดิต กรุงศรี เท่านั้น
แลกคะแนนผ่าน UCHOOSE search IBR หลังจากชำระเงินเรียบร้อยแล้ว หรือ สแกน QR code
 
ต่อที่ 3 KRUNGSRI PAYDAY ทุกวันที่ 25 รับเครดิตเงินคืน 20%*** ไม่ต้องแลกคะแนน!
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 200 บาท
จำกัดเครดิตเงินคืนสูงสุด 200 บาท/เซลล์สลิป/วัน/บัญชีบัตร จำกัดสิทธิ์เฉพาะ 255 บัญชีบัตรหลักท่านแรกที่ลงทะเบียนสำเร็จต่อวันเท่านั้น และจำกัดสิทธิ์รวมสูงสุด 1,530 สิทธิ์ตลอดรายการ
ลงทะเบียนรับสิทธิ์ก่อนทำรายการ ทุกวันที่ 25 ของแต่ละเดือน เวลา 10.00 น. ผ่าน SMS เพื่อรับเครดิตเงินคืน (หากต้องการเข้าร่วมต่อที่3นี้ ต้องลงทะเบียนใหม่ทุกเดือน)
พิมพ์ PKCC (วรรค) หมายเลขบัตร 16 หลัก ส่งมาตามหมายเลขที่ 08 1927 9999 (ค่าบริการขึ้นอยู่กับผู้ให้บริการ) และได้ข้อความยืนยันตอบกลับจากระบบก่อนทำรายการ
ทั้งนี้ระบบจะคำนวณยอดใช้จ่ายที่เกิดขึ้นหลังจากเวลาที่ลงทะเบียนภายในวันที่25 ของแต่ละเดือน ที่ลงทะเบียนสมบูรณ์แล้ว",1 ม.ค. 68 – 30 มิ.ย. 68,https://www.krungsricard.com/th/Promotion/iberry-group
Charoen Gang,กรุงศรี,บัตรเครดิต กรุงศรี นาว แพลทินัม,"ต่อที่ 1: รับเครดิตเงินคืน 5%* เมื่อทานครบตามเงื่อนไข
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 50 บาท
*จำกัดเครดิตเงินคืนสูงสุด 50 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 300 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group คือ เจริญแกง (เฉพาะ dine in), โต๊ะคิม, ทองสมิทธ์, เบิร์นบุษบา, ฟ้าปลาทาน, รส'นิยม, อันเกิม-อันก๋า
เมื่อทานครบ 2,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 100 บาท
จำกัดเครดิตเงินคืนสูงสุด 100 บาท/เซลล์สลิป/เดือน/บัญชีบัตร และสูงสุด 600 บาท/ตลอดรายการ/บัญชีบัตร
โดยคำนวณรวมร้านอาหารในเครือ iberry Group ที่ร่วมรายการ คือ กับข้าว’ กับปลา, ชิ้น โบ แดง, โรงสีโภชนา, โอ้ มายก็อดมาเธอร์ และ FRAN'S

ต่อที่ 2: แลกรับเครดิตเงินคืนเพิ่ม 10%**
รับสิทธิ์แลก 1,000 คะแนนเป็นเครดิตเงินคืน 100 บาท
สงวนสิทธิ์เฉพาะบัตรเครดิต กรุงศรี เท่านั้น
แลกคะแนนผ่าน UCHOOSE search IBR หลังจากชำระเงินเรียบร้อยแล้ว หรือ สแกน QR code
 
ต่อที่ 3 KRUNGSRI PAYDAY ทุกวันที่ 25 รับเครดิตเงินคืน 20%*** ไม่ต้องแลกคะแนน!
เมื่อทานครบ 1,000 บาทขึ้นไป/เซลล์สลิป รับเครดิตเงินคืน 200 บาท
จำกัดเครดิตเงินคืนสูงสุด 200 บาท/เซลล์สลิป/วัน/บัญชีบัตร จำกัดสิทธิ์เฉพาะ 255 บัญชีบัตรหลักท่านแรกที่ลงทะเบียนสำเร็จต่อวันเท่านั้น และจำกัดสิทธิ์รวมสูงสุด 1,530 สิทธิ์ตลอดรายการ
ลงทะเบียนรับสิทธิ์ก่อนทำรายการ ทุกวันที่ 25 ของแต่ละเดือน เวลา 10.00 น. ผ่าน SMS เพื่อรับเครดิตเงินคืน (หากต้องการเข้าร่วมต่อที่3นี้ ต้องลงทะเบียนใหม่ทุกเดือน)
พิมพ์ PKCC (วรรค) หมายเลขบัตร 16 หลัก ส่งมาตามหมายเลขที่ 08 1927 9999 (ค่าบริการขึ้นอยู่กับผู้ให้บริการ) และได้ข้อความยืนยันตอบกลับจากระบบก่อนทำรายการ
ทั้งนี้ระบบจะคำนวณยอดใช้จ่ายที่เกิดขึ้นหลังจากเวลาที่ลงทะเบียนภายในวันที่25 ของแต่ละเดือน ที่ลงทะเบียนสมบูรณ์แล้ว",1 ม.ค. 68 – 30 มิ.ย. 68,https://www.krungsricard.com/th/Promotion/iberry-group
